review,sent
"Dialog always gives the public their best services, Maharagama dialog staff always treats the customers kindly and professionally",positive
Received the service just as I expected. Very good,positive
Good customer care,positive
They are giving great service to all customers,positive
"The service here is effective and very fast. When compared with other service providers in Sri Lanka, the service of dialog is on par. But the connection issues are also prevalent. The building has enough parking space available, if you need to visit this place.",positive
"Good service, kind staff",positive
Good customer management and my request to the relevant service has been fulfilled before the time I expected. Thanks a lot.,positive
Excellent service. Very helpful staff,positive
Had great service here. Staff is nice and friendly and they have very organized service. Gets busy sometimes but they give out numbers and their services keeps moving fast.,positive
Quick and knowledgeable service,positive
Fast and good service,positive
Good staff,positive
Best place to buy genuine mobile phones with company warranty,positive
Good service.. They know what they are doing,positive
Great customer care,positive
Best service,positive
Friendly service by device team,positive
Awesome thanks so much for good staff members,positive
Very good customer service and complaints are handled promptly. You can get a variety of dialog services from this place,positive
Best place near to nawala for your Dialog services. Interesting office and friendly and quick service. I went for handover my 4G router. Within 15 minutes I could do that. Parking also available.,positive
Very good customer service. Went to nawala branch to buy a new sim and activate old phone line. Only spend 30 minutes. New atmosphere is really good.,positive
Surprisingly good customer service. I did not expect it based on other branches.,positive
"Good friendly staff, awesome experience",positive
The new look is awesome and the queues are almost gone now,positive
Good customer experience so far. Efficient process,positive
Good friendly and effiecient staff,positive
Lots of love,positive
Excellent,positive
Effiecient and polite service,positive
Best telecommunication service center,positive
Good service,positive
Loved the client service,positive
Very satisfactory service,positive
Quality service,positive
Best customer care,positive
Friendly staff. Quick and effective customer service. Excellent overall customer service,positive
Wow,positive
Fast and prompt service,positive
Good,positive
Fast service ,positive
Better than before,positive
exallent service ,positive
broad band 4G connection is good ,positive
best service provider and all the telecommunication service under one roof,positive
leader of the technology,positive
 best solutions for all your communication needs,positive
with new technology they give good customer service,positive
the best telco service provider in the island but can diffrer service lewvel from customer to customer,positive
I was there at one of their events at Dialog Axiata Auditorium. It was sophisticated and a nice setup,positive
They have the best coverage and speed,positive
Wifi speed is considerably good today,positive
Your customer care officers have good technical knowledge about your services,positive
I am using Wifi also it's fast and using shopping by ez cash it's very easy,positive
Dedicated to resolve problems. Very professional and courteous.,positive
"Good customer service. Whatsapp, facebook data plan is vey useful.",positive
Really convenient customer care during this pandemic time. Vey quick response I mean within a day they visited. Absolutely remarkable.,positive
Very politely spoken and the requirement was taken immediately for consideration. Thank you.,positive
All dialog services are good.. No problem experienced.. Service too good at present…,positive
The MyDialog app is very useful,positive
The speed of the unlimited internet package is good,positive
Has a good bandwidth for 4G coverage.,positive
Credit / Loan services provided by dialog is very useful and timely.,positive
DialogTV is much better than before,positive
Genie payment gateway is very secured than other existing payment gateways,positive
Doc990 made my life easier.,positive
most of the time I use Ezcash to do my tansactions,positive
Now I'm booking tickets for many events using 444.lk,positive
I'm using study package provided by dialog to attend online lectures,positive
3 Months double data for all new Fixed Broadband Wireless Connections is a good offer,positive
Rs.199 data package is better than I thought,positive
Recently introduced spotify package seems good,positive
WiFi coverage is all good,positive
Experiencing best services from dialog,positive
Best Home Broadband connection,positive
Quality stuff,positive
One of the best mobile service providers in the country. ,positive
Good pland for both domestic and international use.,positive
Very reasonable rates.,positive
I would say that Dialog is one of the most customer centric companies in the country.,positive
The MyDialog app gives a very transparent view of your connections with Dialog as a very efficient platforms to manage your connections.,positive
Their work and learn package is very useful,positive
Customer service is superb even after the sales,positive
Good customer service. On  my view it's a benchmark in customer service,positive
1st class service provider in Sri Lanka,positive
Comprehensive telco facilities are offered.,positive
It is an organization that implements the most advanced knowledge sharing programs,positive
Very good service. Kudos,positive
Good place for all telecommunication needs,positive
Appreciate the customer service,positive
"Exceptional service, comfortable atmosphere",positive
They are using advanced technology at their premises.,positive
I went to a seminar at 15th floo at dialog head office.It's great place to have a seminar.,positive
Best telecommunications company in Sri Lanka,positive
You can buy apple phones and any other brands from Dialog.,positive
The fastest telecom experience. Their services have improved a lot. Recognizing loyal customers. Excellent service. Extremely satisfied.,positive
Technology introducer to Sri Lanka. Excellent service,positive
Faster than other networks.,positive
Good customer service,positive
Island wide coverage,positive
Customer service is perfect. One of the best telecommunications comapanies in Asia.,positive
Dialog is anyways too good for any kind of phone or appliances. Has great offers.,positive
Good for technology items,positive
An upto date place with all the best facilities.,positive
Largest communications partner in Sri Lanka,positive
Sri Lanka's number 01 telecommunications partner,positive
No any network challenge to dialog,positive
Actually dialog services are very easy to use and superior customer service.,positive
I assure all of new customers join with Dialog and enjoy  the world value added services on your hand.,positive
Good network corporation.,positive
Quick services ,positive
"Superb service, service from heart",positive
Verry attentive to customer problems,positive
Satisfied with the internet speed,positive
I had a good VR gamimg experience with dialog,positive
Perfect cellular network in Sri Lanka,positive
customer service absolutely first class,positive
very happy with the service,positive
wifi speed is great,positive
it is refreshing to get this level of customer service ,positive
the package charges are very resanable,positive
allow us to manage our calls much easier,positive
really easier to pay my bills from the my dialog app,positive
dialog  is very reliable and flexible ,positive
they full filled my requirements nicely,positive
wifi speed and the range is exellent,positive
they really concerned about customers and quikly attending to there requirements and do the needful from there best,positive
4G service is greater and its easier to work with it,positive
respectfuly spoken and requirements taken quikly for consideration,positive
dialog is an exellent company,positive
the credit loan is very reliable ,positive
the packages are fair with the the amounts,positive
thank you dialog for this great service,positive
the best thing I did was choosing dialog as my network provider,positive
dialog 4G home broadband connection is very fast ,positive
has the best cutomer service ever,positive
admiraable srvice ,positive
good clarity of IDD calls,positive
the seasonal bonus data is fantastic,positive
signal transmission for country side and rural areas are better ,positive
the high speed internet ensures my safety,positive
very powerful 4G network,positive
high network coverage even for remote areas of the contry ,positive
bandwidth of the internet services are great,positive
the offers they give are the best,positive
thank you for giving the free of charge international TV channels ,positive
thank you for the support that you are giving for students to continue there work during this challenging time,positive
dialog enterprice tools are empowering,positive
its easy to do my business with this network connectivity,positive
"reliable ,powerful and easy to use ",positive
power friendly and flexible connected products,positive
no problems experiansed .. Service is too good ,positive
 they provide grat consideration for the requiremens ,positive
thank you dialog your services are superb ,positive
no words to say wifi speed is grater and easy to work with ,positive
love the service they give ,positive
its super easy to work from home with the exellent network speed ,positive
the best network provider ever ,positive
I love the speed of the wifi it really helps to download the documents faster,positive
customer services are great ,positive
very easy to work with dialog ,positive
conveniant customer care,positive
my appresiation for the good support ,positive
can manage the connectivity without any problem,positive
giving very valuble solutions and good instructions and follow up for problems,positive
the signal coverage is fabilous,positive
they willingly do there services for the customers,positive
the unlimited you tube package is worthwhile,positive
tremendous service,positive
from the 347 package I can do all my works without any problrm,positive
not like other companies .. Dialog do the best to there c ustomers ,positive
thank you dialog for the quik responds and the guidense,positive
very professional and courteous,positive
I admire the services you provide,positive
the internet coverage is exeptional,positive
they did my needful within a second ..thank you dialog,positive
shopping from ez cash is very easy ,positive
its super good to have a student package ,positive
the way you understand the customers is amazing,positive
I had a little connection problem in my house and surprisingly they bought a very expensive divice and fixed the problem .. Really satisfies with your service dialog,positive
easy to do the online classes without any problem with the connectivity,positive
4G connection is very powerful,positive
im so happy for choosing this dialog wifi router ,positive
loading speed is great in this you tube package ,positive
they give us a proper  coverage,positive
best mobile postpaid plans in sri lanka,positive
the new version of the dialog app is great,positive
better connetion providing for the wholw month,positive
your technical support serice is excellent,positive
they do the fair support for all the packages,positive
data speed is very fast ,positive
broad band 4G connection is good ,positive
my dialog app is very helpful ,positive
thanks dialog for the exceotional service you provide ,positive
dialog tv is great and we can activate chanells for reasonable prices,positive
the ideabiz service is well provided,positive
connection is super fast ,positive
its easier to do classes in zoom and teams with the package ,positive
great service dialog,positive
fun blaster package is first class,positive
very satisfied with everything,positive
great benefits and bonuses,positive
the day time data is very fast,positive
well recommended dialog network provider,positive
very fast and easy to do our day to day works,positive
no problems at all this is very fast ,positive
Rs. 345 package is very reasonable ,positive
thank you dialog love your service,positive
dialog has the best connections,positive
admire the way you care about customers ,positive
unlimited you tube package is valuable ,positive
I've been using dialog for 10 years ..no problems occurred ,positive
nothing to complaint about dialog,positive
very flexible with customers,positive
they understand the customers needs and quikly they react to it,positive
dialog has the great services,positive
dialog signal is very wide ,positive
very satisfied with the connection speed ,positive
dialog is the bestest,positive
thank you dialog for great services ,positive
recommending dialog as your network provider,positive
Quality services and packages,positive
Thank you for solving my network issue.,positive
Wonderful,positive
DTV has a good package and educational channels,positive
"Professionalism, expertise and excellent service. ",positive
Comfertable and a pleasant experience,positive
Fixed my router very quickly. Super fast service and great customer care.,positive
"Dialog staff are super efficient, articulate and responsive",positive
They came and connected signal receivers as I complained about a signal issue.,positive
Got the job done properly and quickly.,positive
Good customer service. I went for 4G sim upgrade and got it done within 5 minutes.,positive
My router works perfectly fine now.Thank you.,positive
Good coverage in pinnawala.,positive
Dialog 4G has a decent speed,positive
High speed internet connection made my day.,positive
"I highly recommend Dialog, I've been a customer for nearly 3 years and have tried many other companies, and none compare to Dialog.",positive
"I have never had an issue with coverage, which I have had with previous companies, living quite rural.",positive
I enjoy the rewards that Vodafone offer.,positive
"Everytime I have an issue, which is rare, it is resolved quickly and professionally.",positive
Only had broadband and SIM only deal for 2 weeks now. I am very happy regarding my service. Broadband speeds are excellent and coverage for SIM also excellent.,positive
" Great app to check your balance, pay bills etc.",positive
"I called this morning and explained my mobile data issues and to upgrade my contract and he was extremely polite, very helpful and very knowledgeable and solved my problem within minutes.",positive
What an excellent customer service experience received. Thanks so much. 5 stars.,positive
This is an excellent company love very me rewards got some good gifts from there and going to stay with them and think you should join them.,positive
"Pretty damn good. Great signal all over the Sri Lanka, roaming included. Any issues they sort out quickly. Little bit more expensive than other carriers, but you get what you pay for.",positive
Great service. New phones arrived on time and follow support call received.,positive
Excellent customer service excellent coverage all in all great service signed up for another 24 months why not it’s all great,positive
"I've had many providers over the years bt, sky,talk talk but Vodafone are by far the best I've had I had a speed issue called up got new router free never had any issues since never drops out I find customer service friendly and helpful",positive
"my rock solid broadband connection here in the Sri Lanka is keeping us in contact with the outside world und my business working, so I thought it fair to give them a shout out here for an excellent service.",positive
I had problems with my internet being connected in my new home so I called customer care and spoken to a lovely woman who sorted my problem out and I even got free data on my contact I had with them! They were very apologetic and sorted the problem out straight away! I would highly recommend! Well done to the customer service team especially in the current circumstances!,positive
 network coverage is good and the unlimited max entertainment plan im on is excellent value also had a discount for being a loyal customer thumbs up from me,positive
 No loss of broadband or reliability issues.,positive
very flexible & accommodating and helpful. ,positive
"To be honest at 67 I am not the best with techs but the chap was very patient and took the time to talk me through the entire process , so well done to the chap who took my call , (sorry I don’t have your name ) keep up the good work",positive
"I've been with vodafone since 2018 and my service has been very good. Very little outage, fair pricing and the live chat team are good. Exactly what you expect from a mobile phone company.",positive
"Always had the best network coverage for me, regardless of where I've been in the south of the country. I enjoy the Vodafone rewards in their app - adds a nice touch for customers",positive
Customer service is generally easy to reach and resolve any issues.,positive
broadband has been very good. Very occasional drops and speed is at the max I can get 66mb.,positive
Dialog’s customer service is now above standards in my opinion! The way they’re handling to customer’s concern can benefit the Vodafone in the long term.,positive
I trust them more than any other mobile network provider.,positive
I find vodafone very good and its the only mobile network ive found i can rely on. I only use the pay as you go method as its a lot easier & you dont have to have credit/pay every month.,positive
Love vodafone I just wish they would expand 5g cover in the Sri Lanka to have miles better coverage,positive
"I have found Vodafone to be a perfectly fine network, I switched to them for the better network",positive
"Been with Vodaphone a few months, Few areas where the signal isn't the best but overall no issues. Used the My Vodafone rewards a few times too!",positive
Vodafone gives a very good packaged broadband service,positive
I've never had any serious problems with either mobile or broadband services.,positive
I've never had to call back for an update or chase up because something hasn't happened.,positive
iv been with Vodafone for 2 years now and iv not really had problem with them.,positive
No issues at all with Vodafone,positive
"I am getting good coverage, fast 5g and reliable network.",positive
"Never had a problem will billing, receipt of handsets etc.",positive
Helped me when my phone was stolen and were very easy to deal with,positive
I am very happy regarding the service I receive,positive
All I can say is that it is exactly as promised. High speed connection and perfectly reliable. I have had no problems at all.,positive
I finally choosed vodafone since two weeks and am plenty satisfied with the speed and the service.I was able to use the net the day of opening without any problem after three hours.Hope it will last.,positive
Customer Service is first class.,positive
The router is superb along with the app allowing you to control and prioritise your broadband to devices.,positive
"an excellent package, well priced with great service. I have recommended to family and friends some have switched and experienced the same service as me. I will continue to recommend as I have always found Vodafone to be one of the better companies to deal with.",positive
a really good consistent quality service that does what it says on the tin and I highly recommend it.,positive
"I have had Vodafone Broadband for over nearly two weeks now, and I can only say it is great.",positive
the Vodafone router is amazing. It's robust and efficient,positive
"I switched yesterday. It went smoothly, absolutely no problems at all. As for the speed, I have gone for the lowest fibre option. Last night I streamed a film via Amazon prime and had no issues.",positive
"Very happy with everything that Vodafone are providing in terms of their home broadband. The service, speed, cost, set-up, information they send are all first class. Have recommended the service to my friends as I believe it's great value.",positive
Vodafone have clearly put a lot of effort and resources into getting their broadband right and competing with the big boys and it most definitely shows.,positive
"Tried so many providers and Vodafone have never let me down. Never buffers as I stream a lot, no line rental and never been overcharged.",positive
Well done Vodafone for providing a brilliant product and super customer service who kept me informed every step of the process.,positive
The router and app are brilliant also,positive
"I have Vodafone Broadband for over 4 Months now, and i got to say it is by far the best Internet connection I have had in the last 15 years.",positive
"Wow, this is an excellent service",positive
So far so good everything was on time never had a day without internet.,positive
More than happy with Vodafone.,positive
Superb price.,positive
Superb customer service,positive
Superb speed.,positive
Superb reliability.,positive
Superb router.,positive
I'm a happy customer. Well done,positive
We now have 40 Mbps Internet and it is brilliant. You can't ask for better service than that.,positive
I now have reliable 30mb service with telephone line and free calls for £28.0 per month.,positive
"Vodafone Broadband has been brilliant in the Highlands, they are far more stable an internet provider than my previous provider",positive
Vodafone 'have really done me proud!',positive
"Overall I'm really impressed with Vodafone, the price I pay is exceptional and the service has been great.",positive
"The app is also brilliant! Being able to track what devices are connected is a god send, especially when I can boost the speed to one device when I am gaming!",positive
it's been reliable and at the speed we have been promised.,positive
New design router is smart and capable.,positive
Excellent customer service and good value for money broadband. Easy to set up and handy broadband app to make monitoring speed etc easy,positive
the app is really good and has all sorts of features,positive
"I'm very happy with the service and have been getting the promised sync speed,",positive
So far I am very impressed and glad I made the change.,positive
"Effective download speed is around 9MB/sec = 72Mbit. Couldn't be happier given that is the current maximum for this type of line. Also the router is quite decent, has good coverage and a lot of configurable options in the web interface.",positive
So overall getting as good service for half the price. Would recommend.,positive
"The switchover was completely seamless and now getting 75MBPS download and around 20 MBPS upload. The service is 100% reliable and I 100% recommend it.
",positive
"I have nothing but praise for Vodafone, brilliant service on a brilliant system, thank you Vodafone.",positive
Top class service. They delivered everything they promised. Installed on time and the broadband speed delivered is as advertised.,positive
I get the promised speed and there customer service live chat is quick and they are very helpful,positive
"Really great service, came on-stream promptly, was knowledgeable (and eloquent). I was comparing you guys to another provider and this sealed the deal (along with sorting a Silver number when they weren’t available – which showed some staff empowerment to get it, which bodes well). Anyway, I’m signed up now so fingers crossed for the next stages",positive
"Thanks for that awesomely fast, efficient and accurate service, my local number has been set up and configured within 10 minutes, I can hardly believe it. Great work.",positive
 very happy with the level of professionalism and customer care. Thus far I could not fault Tamar and would be happy to recommend the company to others.,positive
Excellent service providing a great service for virtual offices and solutions that help you grow and manage your business. Real people to talk to that know their products and services and do not give you the big sales pitch!,positive
Excellent service thank you. Very impressed again with the quality of the staff and product flexibility and effectiveness.,positive
"As always a pleasure to deal with your staff, this occasion was no exception!",positive
"If you want a company who gives you a honest price, and no hidden extras then Network Telecom is your company.",positive
Network Telecom have always been a friendly efficient supplier with excellent service,positive
"Have been a customer of Network Telecom for may years. We have had continued excellent service of both supply and customer service. On the very few occasions we have had a fault, it has been dealt with efficiently and contact made at all stages. Hope this continues in the future. Sales always trying to save us money too. Very refreshing.",positive
"We have been using network telecom for nearly two years, it was easy to set up and have had no problems, they helped when our internet went down and directed our phone calls to our mobiles so our cutomers could still contact us, the phones are easy to use and navigate around, we would recomend Network Telecome to others",positive
Great prices and super customer service support from Harrison Richards. Thank you Harrison,positive
"AT&T is one of the best service phone places out here there customer service is great and welling to help you with any problem that you may have on seller device.
",positive
Phone service works great. Been using them for many years,positive
"I was anxious at first to get my iPhone 12 Pro set up. Brian and the other employees were kind, knowledgeable and eager to please. Thank you AT&T Boylston St. for helping, teaching, and assisting me. Highly recommend that store!
",positive
"his service is very reliable though I am disappointed that the max download speed averages 10.8 Mbps in my area. I would love to see the 25 Mbps they advertise for Baxley. No one I know has ever seen that. In rural America we have very limited choices, so I suppose I should be grateful that we have an advertised 12 Mbps plan from AT&T.",positive
"wow I cannot believe people dislike this internet. I have ATT fiber only @ 100 Mbps for $50 a month. They over-deliver on speeds, and I am often downloading at 150 Mbps or higher. I am extremely satisfied, although I will say the cable modem it comes with has a weak wifi signal in my 516 square foot studio. That is one thing they can improve upon ..",positive
I use the internet along with my Roku TV and 2 smartphones. My service is great and streaming is very good.,positive
"Switched to AT&T fiber so much better. When att fiber was available, I ordered and never been happier. I got Gig speeds for $80/mo. The gateway provided from AT&T was adequate for home user, but I use my own security gateway and access points. The provided gateway of bgw210 would get wifi speeds of 300-400 range and 900 on ethernet. My 3rd party access point would get wifi speeds in the 300-500 range, probably more if I had something that can handle the faster wifi.",positive
"The service was outstanding. I called on Sunday and they put me on a schedule for Wednesday. The technician came on time with all protective gear: mask, shoe cover. He was very professional, promptly explained everything that I did not have a question to ask. We have our hi-speed internet in 1 hour. This is great teamwork. Thank you and your customer service team.",positive
"Broadband is probably the best internet, tv, mobile, DSL, provider around. At least that's been the case till now, they need to get the fiber optic internet up and running all over the states by now",positive
AT&T Fiber's Internet 1000 is blazing fast and very reliable! I constantly see 900+mbps. Can't recommend them enough.,positive
AT&T Fiber has never gone down or slowed down since the day of installation. Extremely happy customer!,positive
The service has been reliably fast and smooth.,positive
"Internet has been quite reliable, and it's easy to contact customer service via a chat portal.",positive
"I have no complaints, We have had good service for quite a while now. The price is right!",positive
"Our AT&T gateway does the wireless and on the other side of the house, my Nexus 6P phone can do 125Mbps - checking against speedtest.net (ookla). That is a vast improvement over my old service connection.",positive
"Love the service, I have their 75 Mbps line. The only gripe I have is cost. I'm paying the same for 75 Mbps with ATT that I paid with another company for 250 Mbps at my old residence.",positive
Just got AT&T Fiber to my home and have U-verse and Internet over 100% Fiber. I had another provider for the past 10 years and always had problems. The U-verse picture is better than I had with my previous provider and the Internet is really fast. I have the 1000 Mbps internet and speeds run between 600-900 Mbps in each direction depending on test node.,positive
I love how reliable the internet services are,positive
"Service has never gone out, even during bad storms or hurricanes. DSL speed is very fast.",positive
"Special Deal 300 Mbps up/down (Gigabit for more money) Free install, equipment.... works great, no problems.",positive
AT&T is a great service provider and awesome customer service. They just need to work on moving fiber optics in outer areas and faster DSL service.,positive
The service is reliable and decent relative to the area. It can handle Netflix and a steam download at once. I am happy with the service,positive
" rarely have any issues. When I do, it is taken care of very quickly.",positive
"AT&T‘s fiber internet provides excellent and reliable speed (as long as your neighbor doesn’t accidentally mow over the fiber line before it’s buried, lol). Their service has not been affected by any kind of weather (storms, wind, rain, cold temperatures, etc.). We have several children that have been attending school remotely and have not overloaded the service yet. Another benefit of having AT&T internet is complimentary HBO Max—a fantastic perk that really adds value and entertainment to the mix.",positive
"AT&T Internet, for the most part, is quite reliable and rarely gives any problems with connectivity or billing. They don't put pressure on subscribers or run ad blitzes. On the rare occasions when problems have occurred the repair techs were on site in a reasonable amount of time. AT&T's traditional land line phone service is also very dependable. I'll stay connected as long as the service is still offered.",positive
"I have been with AT&T since I had a telephone in my car... that was 1993. I have great service and a reasonable rate and a 10% discount for working with the State of MD. It is a provider who goes above and beyond to provide the best service! Thank you, AT&T.",positive
AT&T TV and internet is amazing. I have been using this internet service for about 9 months now and have not had a bit of trouble. I love it. When they came and hook it all up they explained everything to me and showed me how to use their equipment.,positive
AT&T has provided good service - prompt and competent. Great contrast to our previous provider,positive
I have always had good service and problems solved easily. If there was ever a problem they handled very well. I go to the local AT&T store and they have handled everything I needed.,positive
Internet speed is very constant and almost without fluctuations like other providers. Price is a little bit high but is compensated by reliability which is the most important thing.,positive
AT&T service has gotten much better over the years. Customer service is excellent. Call back and follow thru is superb. Installation is spot on as well.,positive
"The reliability of AT&T has been great, their customer service is stellar, their technical staff courteous and knowledgeable. The speed is totally dependent on what you choose and what you’re willing to pay. Updates, new products and services are offered often.",positive
"I have AT&T for landline, telephone and internet. My experience with AT&T, including online, telephone and with technicians who come to my home, has always been great. AT&T personnel are knowledgeable and courteous.",positive
"I am using AT&T now and we are very happy with the company. Have had no big problems as of yet. Installation was very simple, with no satellite disk to install. Do recommend this company.",positive
"AT&T has provided excellent internet service. We are rarely down and in the past two to three years, have probably had to call them once to find out when service would be restored.",positive
"This internet service is very good, fast to navigate and for everything, I recommend it totally to everybody. It is the best provider.",positive
"Nearly 10 years with AT&T and never had a problem. I see the ads from all the others then think 'don't fix it if it isn't broken'. I will tell you the same thing, if you are happy with your cell provider stick with them.",positive
"The AT&T's services & staff were great with their internet & cable viewing. Plus, AT&T repair people had installed the cable. Pictures were awesome with a clear picture viewing.",positive
"AT&T U-verse offers good reliability and speed, no disconnections, install waiting time a little too long, customer service provides enough information.",positive
"My internet is really fast and because I already have phone service with AT&T, my internet bill is really cheap and my service has been way better than I expected.",positive
I find this internet provider to be the fastest and most service worthy from any others I've tried. Tried DSL and cable prior to this provider and was very disappointed. Thanks ATT for the fiber speed and awesome service when needed.,positive
Their customer service is excellent. They have always resolved my issues. I think if a person is getting the top package it should include new add on. Their service techs are competent and reliable.,positive
The internet hardly go out and it works well when it's storming or wind day. In winter it works and is great to have for internet choice in my opinion.,positive
I really like my AT&T U-verse internet. I have had it for over a week with no speed or service issues. The installer gave me his number and said if I ever have issues to call him and not tech support. Customer service needs work and the initial rep who set me up misled me on after promo pricing but its okay. I have no complaints. My wired connection runs at 43Mbps and wireless at 34Mbps. Great service. Glad to be rid of Mediacom and their slow 15Mbps service that never ran higher than 10Mbps at any time.,positive
"I have been an AT&T Uverse customer for 5 years and contrary to the reviews on here, I have not had any issues. In fact, I just moved my services to my new address and the tech Phillip was awesome! He got the services installed quickly as I moved in boxes. He gave me a wireless receiver for free. There was no charge to move services.",positive
"#dialoglk @dialoglk Nice experience,might hvebeen lttle less frustrating.Spcl thks to Mandeep &amp; team?? Airtel~ best Network ever??",positive
"#dialoglk @dialoglk you guys are great! On my myinfinity plan also, you guys charge sms and toll free nuumber calling charges!",positive
#dialoglk @dialoglk My concern is resolved Thank you Bikram and thank you #dialoglk for wonderful… https://t.co/EoQy1dTIFU,positive
@dialoglk mind blowing 4G speed https://t.co/u4srLKMJER,positive
@dialoglk Awesome ???? anti-virus feature is great ????,positive
Have used @mobitelSriLanka but @dialoglk provides best Internet and network coverage of all!! Satisfied!!,positive
#dialoglk Query Resolved with Exceptional Solution.Thankyou So Much. @dialoglk @airtelnews,positive
.@MikeAdenugaGlo @ShuterRob @dialoglk @etisalat With dis it'll be very easy to save money using recharge card to… https://t.co/s30iG3jSXY,positive
"I am really satisfied with the quality of service and customer first vision of @dialoglk no matters its a bit costly, but its reliable",positive
@dialoglk is the best network in India. You can't get such an amazing customer service and experience on any other smartphone network.,positive
@dialoglk appreciate your help with this query. Thank you.,positive
Awesome speed and network @dialoglk Great going and huge savings,positive
Thanks to me made me realise that @dialoglk is the best service provider.,positive
A very special thanks goes out to @dialoglk customer service.,positive
Great 4G speed from @dialoglk,positive
"was very pleased with the customer service, Thank you",positive
"One reason makes them my provider, primarily service. Great service. Also, quick repair, great techs phone and at store.",positive
"However, it has been a wonderful company for my family. I would highly recommend that people try dialog due to their service and reliability.",positive
"Excellent coverage. Unlimited data, talk & text makes it easy.",positive
"Excellent customer service in person, online & on the phone.",positive
Very helpful in store employees. I highly recommend dialog to others.,positive
"The plan I have covers phone & an iPad. I very pleased with coverage, speed & availability.",positive
"I Love dialog, it's not that expensive.",positive
dialog has been very good to me.,positive
 dialog has always given me great customer service and I enjoy being their customer. I feel like a valued customer.,positive
"I like dialog, it is dependable in my rural area.",positive
dialog is a good company and I have been with them for 17 years. The customer service is exceptional but I would like cheaper plans.,positive
"†dialog network is good, I never have service problems.",positive
†I am quite happy with the access in my area. I've never had any issue with internet access,positive
Customer service in the store was on point,positive
dialog has the best prices for monthly plans and huge sale on cell phones,positive
dialog has the best customer service. Very accommodate and always willing to help.,positive
this is the only company I been using basis in experiences in my family members with other companies. Family plans are affordable to any budget.,positive
"I love dialog! Been with them for 15 years. There is no throttling, the plans are truly unlimited, and I never have problems with service.",positive
"No issues with dialog. Great service, customer service and quality of the device from dialog. dialog handles the needs we have in our family.",positive
I have had nothing but excellent service with dialog. They offer the best unlimited data plan,positive
"dialog has good in store service, and phone assistance. There is also good variety and plans available.",positive
†Very impressed with the professionalism and the way it was handled.,positive
I have been with dialog for over 8 years and the customer service is wonderful.,positive
Overall great service and pricing.,positive
Dialog's customer service from the store to the international information service representatives are the best.,positive
Overall dialog has good quality in all of their business aspect. I have been with dialog for close to 10 years and as of now I'm very happy with dialog.,positive
I have been a dialog customer for over 10 years and really have no complaints. They have bent over backwards to fix issues that I have had over the years. Coverage is great too.,positive
It is a great experience. Great connection for family and friends to enjoy and be glad.,positive
every time makes me very happy and want to let everyone know they can always count on dialog. Perfection is their middle name!,positive
The personnel at the stores as well as phone assistants have all been top notch,positive
" have been with dialog for many years now & have been completely satisfied, cost is good / phone selection good & I have never had a problem with my service ",positive
 Any issue that comes up they resolve it right away.,positive
Never have issue with connection and I never have to worry about any hidden charges.,positive
All I can say is WOW,positive
I used to have Dialog and they were awful in every way.,positive
The service has improved in the area where I live. It's kind of a rural area. The customer service has improved over the years and only very helpful about solving problems.,positive
They have always taking care of my needs and met the expectation of a cell phone service.,positive
They have been a good company to be with.,positive
dialog has been fair and honest with everything we have ordered and used.,positive
"And their customer service has been quick, honest and fair.",positive
I've been using dialog for years and I love them!,positive
They will provide service of Internet WIFI and Home phone. Glad to join with dialog,positive
The past two years the service was bad. Poor reception and device problems.,positive
very much satisfied with ur service .4G sim is great,positive
good telecom network at my home thank you for this service,positive
definetely the best service of the year goes to dialog,positive
dialog has the brilliant service.the company that continues to have the highest grade,positive
the charges are very fair with the packages ,positive
all things are very easy to handle. Graet network,positive
im glad I choose you as my network provider,positive
very satisfied with the service. Completely the best,positive
they have got the best solution and guidence to my problem,positive
dialog connection is the bestest. No problems at all.,positive
4G SPEED IS EXCEPSIONAL AND FANTASTIC,positive
fastest network ever . So easy to do works with this .,positive
prices are really worth with the connection,positive
brilliant customer service,positive
they kindly understand my matter. And helped me throuth it,positive
the sms packages are worthwhile ,positive
thank you so much for the extraordinary service . Superb!,positive
your services and customer care has gone from good to best,positive
no network issues and love the network speed,positive
4G signal is super fast than I thought ,positive
even your network is fast to the rural areas . That’s super good ,positive
postpaid bill method is actually good and its easy and worth ,positive
it just only took 2 mins to them to consider my request . Appreciate the work,positive
the staff is very friendly and understanding .love the way they treat their customers,positive
the biggest choice of my life. Thank you for this service,positive
no problems occurred for this 10 years of using experience,positive
they provide the best benefits to their customers,positive
so amazed with ur broadband services.new connection is great,positive
im experiancing the best network connectivity,positive
best data network.have a better 4G speed.,positive
they give the best network ever. Thank you gentlements.,positive
they actually build a good path to their customers .,positive
broadband speed is fast as I expected .can do my works without any problem,positive
100 percent response from their end and customer friendly.,positive
very good speed,positive
my concern is resolved .than you for the wonderful service,positive
damnn the network is super fast as you mentioned,positive
custemor care is very knoledgeble and very active.,positive
glad about 24*7 customer care service.such a great benefit,positive
worth to watch their adverticement about fastest network.,positive
best ever experience with dialog.,positive
thank you for resolving my issue within a short time ,positive
providing 1st lass service,positive
your network is really good .it start to help my daily life.,positive
happy with the broadband service.cust care service is always cooperative.,positive
has the good ads ,positive
your network is very fast. I can post within seconds.,positive
exreamly great 4G speed ,positive
you guys show how to treat customers well.appriciated,positive
see the world best network provider,positive
can work very smoothly with this network. This is so good,positive
