review,sent
False Information Given Just To Get Me Set Up Service,negative
Most useless company which I have ever seen,negative
"Worst charges and offers you can’t even brush your teeth with 20mb,10mb
Worst Management ever",negative
@dialoglk The WiFi is going on and out. Please donâ€™t tell me to DM etc. Iâ€™m in Pitipana. This happened a while back. You said it was fixed. Please fix it,negative
Dialog blocking HBOGO on Playstation 4 Consoles,negative
"@dialoglk Ok. But Telegram packages must need for students.
Because 10-20 Lakhs students Telegram users.
Please Bring the Telegram package as soon as possible.",negative
"@dialoglk @SriLankaTelecom Consider providing Broadband Packages like following. Donâ€™t try to make business out of this pandemic situation with new packages called Work, Learn and increase your profits. There are ISP offerings as follows in neighbor countries. #SriLanka https://t.co/X3TowaLtDn",negative
The Heck is wrong with the Internet??,negative
"@ChrishanJay @RegularReh @dialoglk Yes, it does but that is not how speed is supposed to work. Recently they visited my girlfriends house and shown her the speed on Speedtest and blamed the issue on the laptop. 
You can try switching to Hutch's server and see the different.",negative
"@dialoglk Waive off for the bill is not a solution. I need an uninterrupted connection to do my office and personal work and have already lodged several complaints with @dialoglk. Still, no one contacted me. Is that your customer care?",negative
one of the best service providers before 2019 but after 2019 One of the worst service providers with low internet speed under 4G signal in my area. I complained so many times to technical unit but still they didn't solve the problem. special note for tourists: if you come to our country please don't get this service provider,negative
"Dialog has found a way to fake the https://t.co/Ea8VrxXDdx results. If you're doing a test through this site, change the server to a different country, you will get the real speed or use https://t.co/vBxgd5jwRf. Thanks @dialoglk for trying to cheat your customers again. @TRCSL",negative
Usain Bolt is faster than your 4G connection @dialoglk #Dialoglk #lka,negative
"@carlwheezersbby CEB game is stronger than some Future today companyâ€™s like @dialoglk , they have failed to provide the single coverage even within colombo suburb areas",negative
can't even give a star.....rubbish service....can't reach customer care service ..i m trying 2 times 1 st time waitin 32 min 2 nd time wating 16 min ...i give up dialog,negative
@dialoglk Will it replace for brand new one or repaired one ? Because my router is customer own,negative
"djharris32913 @dialoglk @MobitelSriLanka I used the same. But after exceeding the daily limit of 1.5GB quota, they’re limiting the speed. Also can't use the hotspot ?? then I swapped it to master unlimited voice and got data add on plan",negative
This is what these #DialogLK cheats responded with ?Ÿ˜¡ https://t.co/5mrRl4vlmJ,negative
network is soo bad i can't use it for work when i told them i like to cancel they said they can;t help.,negative
Poor service  they cannot consider customers problem . I reported my signal issue in 2017 . But they couldnt get any solution for me . Very bad.  Black .,negative
"I tried to sort all those issues with their dreadful customer service either by chat or by phone. I was told to return the modem, to sort the charges with my bank, and promised that my number wouldn't be erased/replaced. They will say whatever and never sort anything out.",negative
#dialoglk #customerservice #twitter response seems better. #waitingForReply  #SriLanka,negative
@dialoglk @GazyHussain1 Isn't it bloody unethical to reveal a number just like that? https://t.co/6oZMEEJAvT,negative
Worst service provider ever. Poor coverage.,negative
"@dialoglk sent me this message and once I activated the 99, I didn't receive the 2GB! I contacted customer care and they said I'm not eligible for it??? ?Ÿ˜¡?Ÿ˜¡ I want a complete refund if it's not activated! ITS NOT THE MONEY, ITS THE PRINCIPLE!! #DialogLK cheats! Ref: 2-0002806541 https://t.co/w1vGtN8uCG",negative
@lahirutheflash @dialoglk Yeah I already have a fibre connection.. But I do need sth to take with me everywhere I do so I don't have any choice ?Ÿ˜’ I have all 5 signal bars yet 350 kbps speed!,negative
@dialoglk what the actual fuck!!!! 4g da 2g da ?Ÿ™„?Ÿ™„?Ÿ™„ #homebroadband #dialog,negative
"Very bad customer service.
More than 48 Hours connections Down.",negative
Have you noticed that you canâ€™t tag @dialoglk on a Facebook postâ€™s body? ?Ÿ˜è,negative
@ShehanThamel @dialoglk Same here. Complaining this since March 3rd and no solution yet. Every time @dialoglk says they have escalated my issue. But no one contacted me yet. https://t.co/55QxpAG3Qf,negative
@nuzlyMN @dialoglk Different bands I guess.,negative
#optimuspnj @dialoglk opt for 1gbps fiber. you will see more speed than this. Shitty dialog.,negative
@dir_nuSry @dialoglk Unmethaane ?Ÿ?·?Ÿè»â€çâ™‚ï¸è,negative
Got a surprise gift today. ??Thank you! @dialoglk https://t.co/PnAXEfvm0j,negative
Worst service ever had in my life,negative
dialoglk Had to call technical team twice (doing your job for you) in attempting to get this issue solved. Yesterday they did a reset and said the issue will be fixed. Today morning I was told a technical team will be arranged &amp; sent to check the issue. Nothing so far. Check SR 4389018,negative
"@dialoglk I appreciate your lengthy reply, but it doesn't answer my question, if you can give 14Mbps for a new data add on, why cant you give the same speed to my default data package?",negative
@dialoglk Every one using @dialoglk network seems to be having connctivity issues and we have terrible issues as we cannot connect to teams calls properly and other networks due to this. From 5th March i have this issue,negative
@AnjulaHettige @dialoglk @TRCSL Itâ€™s time we switch from dialog. Terrible with both calling and internet ?Ÿ˜©,negative
@dialoglk Okay. Let's see when @dialoglk will provide a solution for this escalated issue,negative
"@ravinhwg @Huawei @dialoglk @Airtel @hnbplc Well, it's not a customers problem. It's the provider / developer problem.

Believe me I know the dev aspect very well.

But customer wants the relevent apps to work or he would move on.

For me, I'll not use a device with Google or Facebook services. Thays why we use #huawei",negative
"Dialog has found a way to fake the https://t.co/Ea8VrxXDdx results. If you're doing a test through this site, change the server to a different country, you will get the real speed or use https://t.co/vBxgd5jwRf. Thanks @dialoglk for trying to cheat your customers again. @TRCSL",negative
@dialoglk fix the network for god sake?Ÿ˜??Ÿ˜??Ÿ˜??Ÿ˜?,negative
"@dialoglk Yes please.. By the way, we need to see if the bug is also in the play store version.",negative
"@Thariq_27 @dialoglk Hope that happens, really want to see how these idiots gonna respond then",negative
Poor service i bought my 4G connection two weeks ago i called the hotline 5 times all they say is it will be fixed in 48 hours yet it's not fixed when i visit the head office service center they said the same. Staff wasn't that friendly. Worst service ever i do not recommend.,negative
@dialoglk Signal strength drop suddenly and then no internet. This happens far too often now.,negative
@AnjulaHettige @dialoglk @TRCSL They must wield enormous power. Political power. Pre 2015 they were giving govt. call info on legit opposition.  Hope no quid pro quo going on.,negative
I won't suggest this network for anyone.,negative
Just money-minded. Not recommending as a good connectivity provider.,negative
Fake promotions.when going to claim the price they notified. Say it was a mistake. Waste of time and money.such a shame,negative
"3 most useless things

1. Semi luxury buses
2. Neighbors love
3. @dialoglk",negative
ah no some #dialoglk services  not working this tym :S,negative
"@dialoglk signal strength is good but no internet, would like to know why? https://t.co/7wRgFx6BZG",negative
"Is @dialoglk  reduced the speed, taking too long to open pages #lka #dialoglk",negative
@dialoglk Any update on this issue? No one contacted me yet.,negative
"They just randomly disappears prepaid data packages and vanishes off your main wallet credit balance, this company is such a 3rd class cellular network.",negative
Their broadband 4G connection is very bad. Could not even surf the net. ,negative
Came here to claim the price they said which I won as per their massage. But said it was a mistake. Guerilla Marketing. Shame on you dialog,negative
@tikirimaarie @dialoglk I switched to SLT,negative
@dialoglk sent DM about a long standing DTV issue.,negative
@nuzlyMN @dialoglk Cost? Not much noticeable difference since 4g is fast enough and SL doesn't have good internet plans? They should bring it tho. Will open up some space for 4G users.,negative
Internet offer rescinded,negative
@dialoglk customer service is the worst. Waiting for @TRCSL to implement MNP to switch the network.,negative
"@dialoglk So I have a postpaid package, 4g phone, 4g sim and an above 1000 power plan. May I know whether 1200 power plan is the main package I currently have and Iâ€™m entitled for this Rs100 video blaster thing?",negative
"But it was recycled without the permission of the customer. They should at least send a letter to inform the customer to remove all their Social media connections with that number before recycle it. So, you can't only blame the Customer! #SriLanka #LKA #Mobitel #Dialoglk",negative
@dialoglk You asked what the issue I'm facing and once I explained it in detail there is no response at all from @dialoglk. Why is that?,negative
It is time that @dialoglk will lose many customers who have stuck with them and their poor service since they couldn't change the number. https://t.co/E8edATONF0,negative
Why am i getting 'Not registered on network' message!!? Thought just me but seems not!!!!!,negative
@dialoglk @ShehanThamel It's been 3 days since I filed mine and still nothing ?Ÿ˜‚,negative
"@ravinhwg @Huawei @dialoglk @Airtel @hnbplc No one will have a complete picture as long as those companies go on and murge their datasets.

We are not there yet.

So we still have ways to fight for privacy.",negative
"@dialoglk What do you mean by ""such time""? Hours, days months or years? Why can't you provide a time frame? How long do you need to check this simple request? I'm tired of calling your customer care and replying to tweets by asking the same again and again.",negative
@dialoglk WTF wrong with your coverage nowadays ?Ÿ¥´ Residing at Colombo 09 &amp; the Wifi 4G is freaking slow ?Ÿ˜¡?Ÿ˜¡,negative
"TRCS APPROVED FOR UNLIMITED INTERNET PACKAGE., @dialoglk give me cheapest package, faster without buffering ( dialog you already earn money from us plz give this )
waiting",negative
@dialoglk Also please note that wave off for the bill is not an acceptable solution and I can pay bills without any issue. What I need is an uninterrupted internet connection to Dialogend to office + personal work.,negative
dialoglk why does the internet speed looks like when you guys first introduced 3G.,negative
"Can I have at least 1Mbps @dialoglk ? Shame shame
Ps: This is not just today. https://t.co/LOdZYqhmx2",negative
A ridiculous company in sri lanka over the decade to experience awkward customer services. I gave nearly 2000 LKR business to them monthly  and will leave soon.,negative
"Downloading 3GB via @dialoglk. Slower than the slowest thing.

Wish me luck https://t.co/PMO7gjtzIn",negative
@dialoglk Thank you.,negative
"Mom's been telling about how @dialoglk kept subtracting Rs. 20 every day for a long while. She called etc, and no luck.Turns out it's an AUTOMATED subscription for their mobile broadband, which no one was informed of.She literally had to go to a service centre to deactivate it.",negative
"@Ncell if the government allows number porting, people will definitely leave Ncell. #NoToNcellCorporate.
@axiata @dialoglk",negative
"My response to @dialoglk  saying that my ""SERVICE REQUEST IS CLOSED"" without even contacting me!! I sent it via email",negative
"Horrendous customer service, years of billing issues and it is such an ordeal to get it corrected. Biggest issue recently is a billing issue with my broadband an error on my account saw me be charged £41 per month rather than £21 per month.",negative
I hope @dialoglk stops the Roaming ads they play on #dialogtv. Poor acting and it's really annoying.,negative
The future is in the next millennium not today. Do you reckon you provide a satisfactory service in perspective of both customer service and usability of the connection? Will change the connection as soon as possible.,negative
Didn't get expected service,negative
@Rafih369 @dialoglk @TRCSL I have SLT Fibre. Superb connection; download and upload speeds are always stable in any server. Really good.,negative
It took 3 hours and 45 minutes just to download a 2.3GB file.Thankyou @dialoglk for your unbelievable service.?Ÿ™è?Ÿ–•,negative
@dialoglk Can you keep urgent ticket in â€œin progress â€œ status with that much Of times?,negative
Might as well cancel my data plan. I would have definitely switched to another network if number portability was there. #dialoglk #fail,negative
#Buddhikamn @dialoglk Might as well switch to SLT lmao this is waste of money,negative
Cheating customers always.,negative
"Dialog has found a way to fake the https://t.co/Ea8VrxXDdx results. If you're doing a test through this site, change the server to a different country, you will get the real speed or use https://t.co/vBxgd5jwRf. Thanks @dialoglk for trying to cheat your customers again. @TRCSL",negative
I was using a fast Internet connection which had unlimited data in a European countryo90. When the prices are converted to LKR I was paying around 1000 Rs per month that time. @TRCSL @ActiveTRCSL @dialoglk @MobitelSriLanka @HutchSriLanka @AirtelSrilanka @SriLankaTelecom https://t.co/nA21pBQemr,negative
"dialoglk  your network is slower than a snail these days, worst internet. https://t.co/x5TpjCMw4B",negative
What's happening to #whatapp may happen to you too #dialogLk. It is not a joke to lose millions of revenue. I know it well. Once your customers are they may never return back to you ever no mDialoger what new excuse you may cook up. Remember the #JVP? It's only a mDialoger of time...,negative
Hey @dialoglk I canâ€™t stream Netflix from my home broadband. It keeps buffering and very slow.,negative
"RexClementine Ever since @dialoglk started sponsoring, we started loosing.",negative
"#Dialoglk #SriLanka #lka 100% packet loss to your own domain. E420Super Oxymoron ""Connected without Internet""",negative
This service is awful,negative
"dialoglk It’s being closing in on a week and I’m still experiencing the issue. When I called technical support (as there were no update from your end) on last Thursday, what they said was it’s due to a update in the tower and will be fixed by Monday. It’s not fixed yet. DO SOMETHING!!",negative
dialoglk Give my no to yet another unknown person to get yet another unknown number of calls! ???????,negative
Signal issues with my Wifi connection for few weeks now and I am planning to discontinue that.,negative
@dialoglk can you please show me or instruct me how to connect via a customer service please? by entering what numbers? ?Ÿ™„,negative
"My response to @dialoglk saying that my ""SERVICE REQUEST IS CLOSED"" without even contacting me!! I sent it via email https://t.co/5E1IJAmSmS",negative
@dialoglk Is this really prioritized or escalated? No one provided a solution yet,negative
"This new report includes first-hand accounts from customer experience, IT &amp; contact center leaders from nine CSPs including @Verizon, @TELUS, @dialoglk and more about the changing role of the contact center. Download now: https://t.co/dNzdhAvcZK #telecoms #telcos cc: @blue_prism https://t.co/Dya5BLvgrA",negative
"dialoglk having trouble with slow and unstable  #Dialoglk home WiFi, is there a network failure?",negative
"@dialoglk Tell your developers their language selection option in Huawei version is not functioning as expected.

Choose Tamil if you want English.

Choose Chinese if you want Tamil.

Choose English if you want à·ƒà·’à¶‚à·„à¶?.

See the recording.. https://t.co/0db9Sylarl",negative
This is what these #DialogLK cheats responded with ?Ÿ˜¡ https://t.co/5mrRl4vlmJ,negative
@dialoglk @TRCSL Can someone from @dialoglk look into this urgently? This is my current internet speed ?Ÿ??â€çâ™‚ï¸è https://t.co/aorAtOKeS8,negative
"@dialoglk When are you planning to push the new version of the My Dialog app to #HuaweiAppStore? I can't user the service since I'm on the older version and the new version is not available to update!!!

@Huawei Can you please look into this?",negative
@ChrishanJay @RegularReh @dialoglk Also refer to the thread here: https://t.co/0LmKQpISco,negative
@AnjulaHettige @dialoglk @TRCSL Then fine. Didn't have a pod experience with Dialog since the pendamic,negative
bad service ! They going to charge for free services,negative
@PO5IT1VE @dialoglk @TRCSL Yes. It's to do with the Dialog servers. They've optimized it to work really well when speed tests are being down from their connections which is not the speeds in real life. I use Fibre at home and the speeds are accurate irrespective of the server on that.,negative
@dialoglk please assist to change the POGO TV audio language to English on Dialog TV. Customer service simply says it is not possible. #dialogtv #pogotv,negative
@tniromin @dialoglk Oh yes! I had something like this when I was using G Cloud with VNC. ?Ÿ??,negative
"Terrible experience with Dialog. Had to deal with awful broadband for months, until it reached a point where I was unable to perform my day to day job.",negative
@dialoglk Mobile,negative
@dialoglk @supunw  This SR raised on 10th and they will promise me to give solution within 48h . After 10 days my question is â€œIs your future is still today ?â€ù https://t.co/T0O8RjbCpk,negative
@dialoglk @AnjulaHettige Same problem here and it says 4G also?Ÿ˜‚?Ÿ˜‚ https://t.co/iJRz8KInXK,negative
Extremely bad customer perspective. These people have suddenly stopped sending printed bills of about 80 connections of our group stating they have changed there policy. Never informed us about it and now our connections are disconnected for non-payment.,negative
Very poor technical support. And bad billing system. Always trying to charge something.,negative
"#dialoglk #everlastingfm RT @dialoglk : WIN RS. 10,000 A DAY! EVERY DAY! @EverlastingFM",negative
Worst internet connection ever.,negative
@nisalatp @Huawei @dialoglk @Airtel @hnbplc Ayya as a dev its hard to do so without refactoring certain parts of apps. Life becomes really hard without GMS. Coz HMS core has no drop in replacements.,negative
"@dialoglk Time to time I get ""No Internet"" message in the connection and your technical team said it's because signal interfere from India. Im working from home right now and this has severely affected to my office + personal work.",negative
.@dialoglk Speed test ?Ÿ˜… https://t.co/IR66ebsGZv,negative
"@dialoglk Moreover, please let me know clearly if you cannot provide that simple solution to a long-standing customer like me who paid bills without any due as well.",negative
"@dialoglk Highly disappointed with the worst internet connection you provide. From mobile to home broadband, multiple connections at multiple locations within Colombo and suburbs facing the same problem. Strangely your call center team is blaming the heat wave as the reason, ?Ÿ™„",negative
"They should focus on providing good customer service for existing customers, rather than only focusing on new customers. I will be switching to another brand soon.",negative
@dialoglk reloading online isn't working! https://t.co/x5oZYVv5sE,negative
@dialoglk  is there any outages going on and off? since this afternoon connection is damn too slow and can't even send a message on Microsoft Teams. and I'm talking about routers.,negative
sridharanshan1 @dialoglk 6 months ??I use every network for years and different locations...Worst Airtel and then mobitel and SLT 4G..I don't say more things now..??You will understand after some time.,negative
@dialoglk Another speed test from today morning from @dialoglk https://t.co/j9ZQ5vhkab,negative
"Aimed at promoting effective competition between  @dialoglk  @MobitelSriLanka @HutchSriLanka and @AirtelSrilanka 

- will be interesting to see how #lka telcos go about gaining new subscribers and retaining the existing ones in their pool of customer base.. https://t.co/BjuvplZOIZ https://t.co/jY8K8Qeje9",negative
@nisalatp @Huawei @dialoglk @Airtel @hnbplc Yeah of course. I was just stating reasons for the delay. So you don't sideload GMS coz of privacy reasons? Ayya HMS is also the same. They also collect data. Correct me if I'm wrong.,negative
@dialoglk Showing full bars and 4G but doesnâ€™t work for shit. Sad life using Dialog ?Ÿ˜•?Ÿ˜–,negative
"Seems like @dialoglk have everything covered with their data packages.
I think they'll reach pinnacle of data packages when they offers some package for PH usage. ?Ÿ˜‚ https://t.co/MX971oA7t9",negative
"I called Dialog to say my broadband was not working. After stating the problem, their initial automated response was to tell me the best way to get it resolved was to go online. How was I supposed to do that when my broadband was not working? I held on the phone and it did say they would transfer me to a call handler. I then listened to a loud buzzing for 5 minutes before giving up. I will try again when I have more time.",negative
Came to purchase two additional connections. Had to wait 45 mins and still not served. Why make somebody who wants to buy sth wait? That’s bad business practise. Staff was ignorant and not accommodating at all.,negative
@honoredeballzac @dialoglk Are you scared that a girl will come and rape you? Is that why you took off the location? Aney nikan palayan bng yanna.... #elaelaela,negative
"Dialog is literally the worst internet service provider I've ever used. whatever the fix the customer/technical support gives you, at the end of the day the internet is slower than a snail! #lka #dialoglk",negative
"Can we meet the telco ambition for true customer empowerment? Read this episode recap featuring Bespoke, @dialoglk, @degussabank and @Ogilvy to learn how you can humanize the digital experience: https://t.co/0a8hpUfgL6 #TMFDigital #Technology #Innovation #Leadership https://t.co/oUAHVmP8UF",negative
The customer service provided over the phone including the wrong information and terrible solutions you can't crown yourself as a leading connectivity provider.,negative
Shitty service by Dialog Axiata. Dtv channels are missing in my channel list... Even paid ones. No one picks up the hotline after 15 mins to get technical help. No communication on when it will be fixed or is it only a problem with my connection.... Even CEB can tell you the time period of breakdown in service. No such communication from Dialog.... Is it the Future Today?,negative
"What is wrong with you @dialoglk? Not only is your connectivity bad, you're also massive cheats. https://t.co/oU1r4TvAvJ",negative
@Cheesequeen324 @dialoglk Lol download speed 100kbps deewi unlimited deela ?Ÿ˜‚,negative
@dialoglk Can you guys add Twitter to your unlimited social media packages? Many people will surely use the package,negative
Really poor service,negative
"Bad... Very BAD
If you can develop this building as a SKYSCRAPER ?? that’s fine.. But you will definitely need work on that “ hospitality “ part. I don’t think you guys will never know it ????..  Please do the hospitality part first of all.",negative
"Dialog has found a way to fake the https://t.co/Ea8VrxXDdx results. If you're doing a test through this site, change the server to a different country, you will get the real speed or use https://t.co/vBxgd5jwRf. Thanks @dialoglk for trying to cheat your customers again. @TRCSL",negative
"Payment card info input page doesn't load when I'm connected via Mobitel 4g

@dialoglk https://t.co/SsosqENkKD",negative
@nadun_don @nisalatp @Huawei @dialoglk @Airtel @hnbplc You didn't get his point Nadun. All the models you mention comes with GMS pre loaded hence all the data becomes more centralized and it becomes easy for big tech to analyse the usage.,negative
Staff at @dialoglk  told me that my complaint was one of many they have to deal with! Like wtf? #dialoglk Do i care?,negative
" Every time I get contact with customer service I’m on the phone with them for at least an hour even then, my problem is never resolved.",negative
"ravinhwg @Huawei @dialoglk @Airtel @hnbplc In a moden world, with everything is connected and digital, privacy is an illusion. You can't prevent your data is being collected. You can't prevent that. Your effort on prileventing others collect your data is just a waste.
What you can do, however is information fragmentation",negative
"@dialoglk ; complaints are ignored as usual. 

Please get your act together. ?Ÿ˜’ https://t.co/6N8jLJdeO9",negative
@mihiHarshana Weâ€™d like to inform you that the optimization is under process as per the complaint. One of our team members will be in touch with you for assistance. ^Rosh,negative
"@optimuspnj @dialoglk i see back in class our it sir (als -Nirosha de silva) showed  us the cloud platform his company has  bougth the network speed had similar stats back then ,with upload speed as well.",negative
"Warranty is hideous. Based on a 6 month iPhone X hardware failure (purchased at this store), we are asked to wait 3 months to get a replacement.
How does that make any sense? Apple warranty states any hardware failure automatically issues a brand new replacement device",negative
@Spidernavii @dialoglk That bitch is so annoying ?Ÿ˜è,negative
Their work and learn package is useless. Waste of money. Why you are cheating customers. Doesn't even load outlook.,negative
"What is wrong with you @dialoglk? Not only is your connectivity bad, you're also massive cheats. https://t.co/UiflcuZyQm",negative
"why is it me always??Why do dialog always get me involved into trouble and finally I have to fight and get things done.. Such huge multinational company working so carelessly, highly disappointing loosing trust over this telecommunication company.",negative
Customer  care service  very poor,negative
Service standards are very low. Proper safety measures were not taken for COVID,negative
"@Buddhikamn @dialoglk Yeah they clearly have an issue with the infrastructure, but they donâ€™t want to accept that and donâ€™t want to tell customers the truth.",negative
"dialoglk I have a Dialog mobile (iPhone). I can use the phone in Sri Lanka, but I cannot call Sri Lanka from the U.S., where I am at present. Anyone have the same problem? @dialoglk can you please help? Thanks.",negative
@AnjulaHettige @Seductv @dialoglk @TRCSL Yep I always change the server to a distant country rather one in same country Thats the true test of #Ping &amp; #Speed,negative
"Now the customer care is bad. Not as good as before. Not friendly. And they focus on taking some money somehow, not to solve the issue. Very much disappointed.",negative
@dialoglk Still no technician arrived. More than a day since he called and said he would be here after lunch time. ?Ÿ?·?Ÿè?â€çâ™‚ï¸è?Ÿ?·?Ÿè?â€çâ™‚ï¸è,negative
Says on the board and on net open till 7 pm however security at the gate on the road advise that closed at 3 pm now.,negative
"@dialoglk If you can't check that and let me know, FYI, I lodged the complaint on 3rd March and asked to send reminders 3 times since I did not receive any response from @dialoglk.",negative
"@dialoglk totally fedup with your poor connection and slow, unprofessional support even I lodged the compliant.
All my today's Zoom sessions got cancelled because of this irresponsible network.

#dialog #TRCSL #telecommunication #lka https://t.co/0wF502TVFS",negative
Dialog Axiata is such a den of thieves including their CEO.,negative
"@tikirimaarie @dialoglk Ah, mage late night echcharama case ekak na. Was 50-60Mbps before. Now like 30Mbps",negative
Who else thinks that stupid dialog radio ad for avurudu is insanely annoying. I actually change stations if i can help it!!! ouch! #dialoglk,negative
@optimuspnj @dialoglk have tried working in cloud platforms with remote desktop,negative
"@dialoglk Thanks, but I think pogo provides 4 languages to chose and allows to change the language. And i have used to change the language from different service providers previously. However no point of kids watching the channel in Hindi language",negative
Poor customer service and lie a lot,negative
@dialoglk 4G connection speeds are going below 2mbps all the time. So I decided to make a complainet about it. Customer support contacted me within 12 hours to solve this problem (at least). Super happy with the customer support and still waiting for a good internet speed..... https://t.co/goayq2ozbP,negative
@OshadhaG @dialoglk Hhahaha accurate AF.. @dialoglk marketing team sends out notifications that even the company itself doesnâ€™t even know.. what a company to rely on ?Ÿ’¯?Ÿ¥°,negative
"Last night's  #Koombiyomeetup organized by #Koombiyo ?Ÿêœ fans and @dialoglk was just awesome.  It was really fun, insightful and also the food was delicious. ?Ÿ˜‹?Ÿ?—
Thank you Koombiyo team for such a magnificent creation...!!! ?Ÿ™è https://t.co/HqbgcCXGE2",negative
"Overcharge every month on mobile phone bill, even though told them multiple times to cap charges and block any excess usage. Extremely bad customer service being transferred to multiple people and still no progress on my complaint on billing overcharges.",negative
It would be great if I didn’t have to wait so long to connect to my own wifi router. Please sort yourself out. @dialoglk https://t.co/yx8puQxObV,negative
"Screw you #dialoglk! Why the fudge suddenly it says that my Sim is invalid and no connection?? I kept on trying but no response 
@dialoglk",negative
"Now, it's just the brand name. Customers are facing difficulties, data wise, network wise. We see so much of bad comments on social media. I think , the more you grow the more. Professional they should be. It's a global brand and its under AXIATA group. Think before you buy.",negative
@dialoglk Already DMed but no reply ?Ÿ???Ÿè»â€çâ™‚ï¸è,negative
Experiencing super broadband speeds with @dialoglk from this afternoon. https://t.co/vpTxDWFKWe #kolonnawa,negative
"@dialoglk  Few years back Dialog TV had no signal when it rains (not sure if itâ€™s still the same coz I had to give up the connection due to this mDialoger )     
Since last week or so, am I the only one who is experiencing â€œnoâ€ù 4G signals during rain ?Ÿ?”",negative
"@MarianneDavid24 Then, as now, number porting was being blocked and stymied by @dialoglk through their paid minions in the civil service including now ASG and AG Aspirant Sumathi Dharmawardena.",negative
Cheats!!,negative
Worst customer service ever. Providing misleading false information about plans/packages to get business. ,negative
"@dialoglk I not here to blame I just wanted to inform, people blindly buy because of the advertisement that you shows, like #FastestNetwork, just feel sorry for those people including myself. https://t.co/x0BrZqcTdn",negative
"@RegularReh @dialoglk Dialog got the ""how to cheat"" manual from my ex I guess.",negative
"Very unhelpful.they didnt have stocks to replace an unfunctioning wifi unit, they wanted me to go to the Nugegoda branch. There was a discrepancy in the bill value for the TV account. My bill on sms sent by dialog showed arears of amounts close to 2,600 the computer at the dialog showed arears of 5,000 . The agent was unable to answer simple questions and kept blaming the system. The tv was disconnected on the 30th of december and yet a bill has been issued for the month of january for a disconnected service. When asked if the bills can be paid, the agent says he cant accept paymemt untill his system is updated and that we should come back to pay the bills when we get a call from their helpline that will explain the bill discrepancy.
Utter waste of my time!!!!!
They need to educate their staff on the packages,offers and basic functions of the mysterious 'system'",negative
"Howcome #Dialoglk, expects u to accept d ebill but they cant accept a request when it comes from d same email address? Rubbish",negative
Dialog thinks no end of themselves…,negative
The worst provider I ever come across in my life. It’s a pain to continue the service and listen to all the nonsense Dialog gives and pay time to time. Worst ever !!!,negative
@RockCityOutlaw @MobitelSriLanka @dialoglk Oh I thought you switched to Mobitel from Dialog.,negative
"This review is from a Dialog priority customer who has been with dialog more than a decade. Was informed I have won a JBL speaker via their app. When visited their place travelling more than 100Km to collect they say it was mistake. No sms. No call. And not even a apology from the officer HANDLING.FAKE PROMOTIONS FAKE SERVICE. It is time to get rid of Dialog as their customer care is deteriorate day by day
P42 04.04.2019",negative
"Payment card info input page doesn't load when I'm connected via Mobitel 4g

@dialoglk https://t.co/SsosqENkKD",negative
@dialoglk Any update on this issue? No one contacted me yet.,negative
@AnjulaHettige @dialoglk @TRCSL At this point they aren't faking. The farther the servers are the latency will increase and the speeds will decrease. Closer the servers are the latency will be low and the speeds will increase.,negative
"@dialoglk ""Without Data Charges on Dialog Network up to 432p video qualityâ€ù

Without data charges yes, but 432p? You gotta be kidding me. I want whatever the highest quality you guys can broadcast - HD now but hopefully 4K soon!",negative
"dialoglk Exactly, as a solution they said they'll wave off a % from the bill and reduced around Rs. 250 from the bill like we cannot pay that ?Ÿ˜‚ What we need is not a wave off but uninterrupted internet connection. We can pay the bill and @dialoglk should provide uninterrupted connection",negative
"@Buddhikamn @dialoglk Yeah they clearly have an issue with the infrastructure, but they donâ€™t want to accept that and donâ€™t want to tell customers the truth.",negative
"@ShehanThamel @dialoglk Thanks machan will try that as well. Tired of telling the same issue to @dialoglk a hundred times now. If they cannot resolve the heatwave issue immediately, they should provide temporary mobile routers. Coz as per @dialoglk technical team this issue is only for broadband signals",negative
"@dialoglk Is this really escalated? No one contacted me and I cannot do my work. WTF @dialoglk is doing? No point of blaming the heatwave and if you cannot resolve it immediately, provide a temporary solution like a mobile router, please.",negative
@ShehanThamel @dialoglk Same here. Complaining this since March 3rd and no solution yet. Every time @dialoglk says they have escalated my issue. But no one contacted me yet. https://t.co/55QxpAG3Qf,negative
@dialoglk Is someone looking into my issue? This is my current @dialoglk speed. https://t.co/ANcjHNAIHT,negative
@dialoglk do you want me to share the call recorder of my call to how I try to find the way to connect to a customer service and failed? ?Ÿ™„,negative
@dialoglk Showing full bars and 4G but doesnâ€™t work for shit. Sad life using Dialog ?Ÿ˜•?Ÿ˜–,negative
@dialoglk @KumarSanga2 You betrayed them not playing in the SL-L,negative
This is what these #DialogLK cheats responded with ?Ÿ˜¡ https://t.co/5mrRl4vlmJ,negative
"I just saw that my second Dialog number was expired in last December. is it possible to get it back if I reload to that? @dialoglk  try to called you, but customer service is not working. ?Ÿ™„",negative
"My response to @dialoglk saying that my ""SERVICE REQUEST IS CLOSED"" without even contacting me!! I sent it via email https://t.co/5E1IJAmSmS",negative
"How @dialoglk responded to my complaint. Btw when I initially called customer service, they didn't want to give me a complaint reference number!! I had to force their supervisor to lodge the complaint in their system and give me the number!!! #ShitCustomerService https://t.co/KcbYIhKrRX",negative
